QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
AKDK-51,MSM,Decreasing with CI,1.0,1.0,44.0,20,15.69,212.36,0.0,569.0,0.0,10.0,9.0,6.0,3.0,1.0,0.0,
EBLR-64,Direct,Level accelerated,1.0,0.0,63.0,20,10.61,351.71,0.0,575.0,4.0,6.0,4.0,9.0,5.0,8.0,0.0,
UMFM-12,Direct,Decreasing,1.0,0.0,44.0,15,29.72,681.04,0.0,,,,,,,,,
CQYO-51,MSM,Level accelerated,1.0,0.0,45.0,30,17.25,468.16,0.0,,,,,,,,,
CAAJ-59,CTM,Level,1.0,0.0,51.0,30,36.6,811.44,0.0,558.0,8.0,,14.0,14.0,4.0,2.0,0.0,
HNMC-97,Direct,Level,1.0,0.0,45.0,30,7.12,226.66,1.0,566.0,2.0,21.0,7.0,10.0,5.0,5.0,0.0,
OJOD-97,Direct,Level,1.0,0.0,52.0,20,65.88,2168.82,0.0,,,,,,,,,
WCJI-93,MSM,Decreasing with CI,0.0,1.0,32.0,30,16.8,336.46,0.0,498.0,,,,,,,,
VBOM-95,MSM,Level,0.0,0.0,54.0,30,11.85,307.71,0.0,555.0,3.0,5.0,7.0,11.0,3.0,10.0,0.0,
NSPA-72,Direct,Decreasing,0.0,0.0,44.0,10,16.53,418.15,1.0,580.0,1.0,60.0,3.0,9.0,3.0,1.0,0.0,
YGUR-33,CTM,Level,0.0,0.0,45.0,25,20.44,473.73,0.0,608.0,1.0,157.0,8.0,4.0,3.0,3.0,0.0,
SLCW-75,Direct,Level with CI,1.0,1.0,54.0,30,29.17,630.16,0.0,574.0,4.0,,3.0,5.0,2.0,7.0,0.0,
BQQQ-27,Direct,Decreasing,0.0,1.0,44.0,20,8.1,232.37,1.0,555.0,3.0,,4.0,18.0,5.0,5.0,0.0,
ACNL-67,CTM,Level,1.0,0.0,52.0,30,23.83,612.02,1.0,,,,,,,,,
BXJI-97,MSM,Level,0.0,0.0,40.0,5,16.03,373.18,1.0,,,,,,,,,
BMUJ-22,CTM,Decreasing,1.0,1.0,44.0,30,18.38,371.56,0.0,568.0,7.0,,12.0,6.0,3.0,4.0,0.0,
ZTIV-51,Direct,Decreasing,1.0,1.0,36.0,5,12.27,286.27,0.0,541.0,3.0,37.0,21.0,16.0,7.0,5.0,0.0,
FWLE-23,CTM,Level with CI,1.0,0.0,46.0,10,30.91,1038.44,0.0,573.0,3.0,7.0,9.0,8.0,5.0,3.0,0.0,
UARG-89,CTM,Level with CI,1.0,1.0,33.0,30,6.04,83.74,1.0,580.0,3.0,,0.0,11.0,5.0,8.0,0.0,
YIPV-41,Direct,Level,0.0,1.0,21.0,20,139.06,4697.58,0.0,576.0,0.0,136.0,2.0,12.0,3.0,6.0,0.0,
SGII-30,Direct,Level with CI,0.0,0.0,64.0,20,28.78,643.14,0.0,492.0,0.0,97.0,9.0,21.0,7.0,9.0,1.0,42.0
WIVK-28,CTM,Level,1.0,0.0,47.0,20,200.39,5332.98,0.0,555.0,6.0,5.0,7.0,11.0,3.0,10.0,0.0,
ONXA-75,Direct,Level,1.0,0.0,52.0,20,20.06,485.01,0.0,556.0,1.0,49.0,6.0,21.0,6.0,6.0,0.0,
BZGC-31,MSM,Decreasing with CI,1.0,1.0,45.0,20,10.53,206.12,0.0,558.0,3.0,,11.0,8.0,5.0,6.0,0.0,
JKPF-16,MSM,Decreasing with CI,1.0,1.0,33.0,10,10.86,316.93,1.0,583.0,0.0,10.0,3.0,8.0,4.0,7.0,0.0,
HSRI-44,Direct,Level,0.0,0.0,58.0,20,18.45,427.56,1.0,572.0,3.0,16.0,4.0,15.0,5.0,6.0,0.0,
BFHN-90,CTM,Level with CI,0.0,1.0,54.0,20,303.18,9612.83,0.0,,,,,,,,,
VHHF-86,CTM,Decreasing,1.0,1.0,46.0,20,54.7,1264.48,0.0,577.0,3.0,12.0,8.0,11.0,4.0,6.0,0.0,
RDRT-60,Direct,Level with CI,0.0,0.0,37.0,30,7.01,107.95,1.0,538.0,7.0,20.0,7.0,19.0,7.0,10.0,0.0,
SDVC-69,Direct,Level accelerated,1.0,1.0,39.0,30,57.41,1396.05,0.0,,,,,,,,,
GZAT-64,CTM,Level,0.0,1.0,47.0,20,25.97,851.87,0.0,,,,,,,,,
XPGM-53,Direct,Level,1.0,0.0,45.0,20,54.45,1304.8,0.0,,,,,,,,,
VLZF-18,Direct,Level,0.0,0.0,45.0,40,5.06,133.15,0.0,,,,,,,,,
TURW-34,Direct,Decreasing with CI,0.0,0.0,47.0,20,8.03,173.45,0.0,,,,,,,,,
BEQR-51,CTM,Level with CI,1.0,1.0,59.0,40,30.47,846.55,0.0,,,,,,,,,
VIDL-87,CTM,Decreasing,0.0,1.0,34.0,10,21.97,502.47,0.0,576.0,9.0,,22.0,7.0,3.0,2.0,0.0,
CJTV-76,CTM,Level accelerated,0.0,0.0,58.0,20,34.27,825.81,0.0,561.0,3.0,49.0,3.0,16.0,2.0,5.0,0.0,
ZWMV-58,MSM,Level with CI,1.0,0.0,48.0,10,61.41,1208.38,1.0,556.0,3.0,,14.0,7.0,6.0,7.0,0.0,
UJZL-77,CTM,Level,0.0,0.0,49.0,30,60.11,1961.0,0.0,564.0,1.0,,15.0,3.0,2.0,2.0,0.0,
NBYE-34,CTM,Decreasing with CI,1.0,0.0,33.0,20,15.49,388.73,1.0,,,,,,,,,
CTKU-76,MSM,Level with CI,0.0,0.0,35.0,20,10.61,351.71,0.0,575.0,4.0,6.0,4.0,9.0,5.0,8.0,0.0,
OMUQ-94,MSM,Level with CI,1.0,0.0,59.0,20,82.46,1875.66,0.0,,,,,,,,,
HQXE-65,CTM,Decreasing with CI,1.0,1.0,45.0,15,10.87,292.74,1.0,538.0,7.0,21.0,7.0,19.0,7.0,10.0,0.0,
WWVZ-21,MSM,Decreasing with CI,0.0,1.0,48.0,20,8.12,208.74,0.0,564.0,2.0,,5.0,16.0,5.0,3.0,0.0,
XBMG-85,MSM,Level,1.0,1.0,44.0,20,5.8,63.1,1.0,483.0,4.0,,3.0,21.0,7.0,7.0,1.0,14.0
TMSJ-52,CTM,Level accelerated,1.0,0.0,51.0,30,35.52,759.19,0.0,557.0,5.0,,7.0,12.0,4.0,8.0,0.0,
CMHG-78,CTM,Decreasing with CI,0.0,1.0,44.0,30,47.48,1597.13,1.0,579.0,3.0,109.0,6.0,14.0,6.0,3.0,0.0,
RXWT-50,MSM,Level,0.0,0.0,48.0,25,84.13,1603.11,1.0,537.0,0.0,,13.0,23.0,7.0,10.0,0.0,
UIEI-41,MSM,Level,1.0,0.0,45.0,40,143.14,4099.9,0.0,485.0,,,,20.0,7.0,2.0,,
AYTT-88,CTM,Level with CI,0.0,0.0,49.0,10,17.72,391.3,1.0,558.0,3.0,,8.0,9.0,4.0,4.0,0.0,
LOEP-47,Direct,Decreasing with CI,0.0,0.0,58.0,25,30.0,879.13,0.0,,,,,,,,,
FXRU-74,CTM,Level accelerated,1.0,0.0,51.0,30,3.78,124.13,0.0,,,,,,,,,
YOEM-62,CTM,Decreasing with CI,1.0,1.0,39.0,10,38.2,173.83,1.0,567.0,4.0,20.0,12.0,15.0,6.0,5.0,0.0,
YDPZ-76,CTM,Level,1.0,1.0,35.0,30,14.5,423.4,0.0,560.0,3.0,17.0,8.0,17.0,5.0,5.0,0.0,
ITWK-21,CTM,Level,0.0,0.0,44.0,10,22.03,480.55,0.0,558.0,1.0,,5.0,3.0,4.0,7.0,0.0,
AJQP-65,CTM,Decreasing,1.0,1.0,36.0,30,6.5,114.01,0.0,537.0,1.0,,10.0,22.0,7.0,8.0,0.0,
LVAM-43,MSM,Level with CI,0.0,0.0,58.0,20,6.86,225.48,0.0,,,,,,,,,
MIXY-11,MSM,Level,1.0,1.0,33.0,20,18.75,545.05,0.0,560.0,4.0,,5.0,15.0,4.0,6.0,0.0,
OEDV-88,CTM,Decreasing with CI,1.0,0.0,45.0,20,26.34,625.61,1.0,,,,,,,,,
AUIR-15,CTM,Decreasing,1.0,0.0,54.0,15,31.55,653.89,0.0,561.0,1.0,64.0,1.0,19.0,4.0,8.0,0.0,
IMHP-41,MSM,Level accelerated,1.0,0.0,47.0,30,8.09,243.6,0.0,,,,,,,,,
SBQL-46,MSM,Level,1.0,0.0,45.0,20,35.38,884.51,1.0,575.0,2.0,,3.0,11.0,5.0,2.0,0.0,
KOZC-91,CTM,Decreasing with CI,1.0,1.0,32.0,20,39.54,990.63,0.0,516.0,3.0,,9.0,11.0,4.0,5.0,1.0,46.0
AEPQ-43,MSM,Level,0.0,0.0,54.0,20,68.94,1390.32,1.0,,,,,,,,,
RXPG-76,MSM,Level with CI,1.0,1.0,40.0,10,5.53,142.92,0.0,538.0,9.0,,11.0,16.0,7.0,9.0,0.0,
HSJH-80,CTM,Level with CI,1.0,0.0,28.0,30,24.07,369.59,0.0,572.0,0.0,157.0,4.0,7.0,4.0,7.0,0.0,
RLAU-82,MSM,Decreasing,1.0,1.0,49.0,15,38.67,1124.92,0.0,549.0,9.0,,10.0,15.0,6.0,5.0,0.0,
GXPV-15,MSM,Level,1.0,1.0,56.0,20,20.81,538.25,0.0,565.0,5.0,,10.0,11.0,3.0,7.0,0.0,
EQBG-44,Direct,Decreasing with CI,1.0,1.0,62.0,20,15.0,331.19,0.0,568.0,7.0,,8.0,6.0,4.0,3.0,0.0,
IFXR-11,Direct,Decreasing accelerated,0.0,0.0,49.0,10,22.29,535.93,0.0,541.0,2.0,63.0,4.0,,8.0,,0.0,
VXQC-19,Direct,Level,1.0,0.0,28.0,15,16.8,398.43,0.0,565.0,0.0,,10.0,12.0,5.0,6.0,0.0,
SKGB-84,Direct,Level,0.0,0.0,49.0,20,23.36,737.46,0.0,471.0,,,,21.0,7.0,4.0,,
EVEI-43,CTM,Level with CI,1.0,0.0,45.0,30,7.93,223.78,0.0,559.0,2.0,,15.0,16.0,3.0,6.0,0.0,
ZCQO-71,CTM,Level,0.0,1.0,45.0,30,19.39,645.35,0.0,,,,,,,,,
MTFF-62,CTM,Level with CI,0.0,0.0,32.0,20,29.72,681.04,0.0,,,,,,,,,
KOOX-75,Direct,Level with CI,1.0,0.0,49.0,5,10.0,232.82,0.0,571.0,5.0,,1.0,,,,0.0,
OKOV-95,CTM,Level,1.0,0.0,43.0,10,15.26,359.96,0.0,565.0,0.0,,10.0,12.0,5.0,6.0,0.0,
UKKV-65,CTM,Decreasing,1.0,0.0,53.0,15,76.58,1739.84,0.0,,,,,,,,,
IHQN-18,CTM,Decreasing with CI,1.0,0.0,42.0,10,194.28,3470.16,1.0,537.0,0.0,,13.0,23.0,7.0,10.0,0.0,
DPEB-76,Direct,Decreasing accelerated,0.0,1.0,41.0,20,14.82,353.08,1.0,553.0,0.0,40.0,21.0,9.0,4.0,6.0,0.0,
UAEK-13,Direct,Level with CI,0.0,0.0,35.0,5,23.83,612.02,0.0,558.0,2.0,,0.0,5.0,8.0,5.0,0.0,
QIJY-93,CTM,Decreasing with CI,1.0,1.0,33.0,20,29.3,703.91,0.0,532.0,3.0,,3.0,18.0,6.0,6.0,0.0,
FKCU-53,Direct,Level with CI,0.0,0.0,45.0,30,21.84,660.68,0.0,,,,,,,,,
WHNE-99,Direct,Level,1.0,0.0,44.0,30,7.45,192.59,0.0,,,,,,,,,
WMHT-15,CTM,Decreasing,0.0,0.0,26.0,30,318.02,7815.12,0.0,576.0,5.0,,6.0,7.0,3.0,2.0,0.0,
LHUH-56,CTM,Level,1.0,1.0,41.0,10,7.49,209.76,0.0,567.0,2.0,5.0,6.0,8.0,3.0,2.0,0.0,
KHJM-67,MSM,Decreasing with CI,0.0,0.0,53.0,5,19.85,488.84,1.0,537.0,3.0,,6.0,19.0,7.0,6.0,0.0,
HUCO-30,CTM,Decreasing accelerated,1.0,0.0,47.0,25,39.19,1183.77,0.0,490.0,,,,10.0,5.0,10.0,,
PQSQ-60,MSM,Level,1.0,1.0,49.0,20,25.08,778.69,0.0,,,,,,,,,
ZTHZ-68,CTM,Level accelerated,0.0,1.0,38.0,20,10.29,322.43,0.0,534.0,1.0,,8.0,17.0,7.0,4.0,0.0,
GTJE-31,Direct,Decreasing,1.0,1.0,35.0,10,55.64,1809.7,0.0,,,,,,,,,
GRHH-32,CTM,Decreasing,1.0,0.0,49.0,20,19.65,520.76,1.0,580.0,1.0,60.0,3.0,9.0,3.0,1.0,0.0,
MTIQ-13,MSM,Level with CI,0.0,1.0,37.0,15,14.58,352.67,0.0,,,,,,,,,
TJDT-30,Direct,Level,0.0,0.0,54.0,30,13.75,261.84,0.0,573.0,3.0,10.0,4.0,8.0,4.0,2.0,0.0,
DYJO-29,CTM,Level,0.0,1.0,31.0,20,29.4,887.58,1.0,556.0,0.0,18.0,7.0,12.0,5.0,6.0,0.0,
FWPX-43,MSM,Decreasing with CI,1.0,1.0,42.0,20,11.05,228.57,1.0,558.0,2.0,,6.0,14.0,4.0,2.0,0.0,
HEJW-54,CTM,Level,1.0,0.0,32.0,5,7.1,226.11,0.0,563.0,5.0,,7.0,14.0,4.0,6.0,0.0,
IWLD-36,CTM,Decreasing with CI,1.0,0.0,37.0,30,7.01,107.95,1.0,538.0,7.0,21.0,7.0,19.0,7.0,10.0,0.0,
UAJO-76,MSM,Level with CI,0.0,0.0,47.0,30,10.59,292.62,0.0,575.0,3.0,,8.0,10.0,1.0,5.0,0.0,
KTVL-93,Direct,Level,0.0,0.0,40.0,20,8.09,168.64,1.0,522.0,4.0,,4.0,14.0,8.0,7.0,0.0,
LIAH-58,Direct,Level with CI,0.0,0.0,49.0,5,102.48,1773.41,0.0,579.0,3.0,61.0,4.0,9.0,4.0,2.0,0.0,
TQVM-58,Direct,Level,1.0,0.0,53.0,30,6.24,148.77,1.0,509.0,,,,7.0,4.0,2.0,,
IISQ-36,CTM,Level with CI,0.0,1.0,26.0,10,68.58,1668.44,1.0,578.0,2.0,21.0,7.0,2.0,2.0,1.0,0.0,
OKHK-40,CTM,Level,0.0,1.0,23.0,40,100.44,1988.63,0.0,491.0,,,,22.0,7.0,8.0,,
TJQU-88,Direct,Level,1.0,1.0,32.0,20,18.75,545.05,1.0,560.0,4.0,,5.0,15.0,4.0,6.0,0.0,
FOZG-55,Direct,Level,0.0,1.0,49.0,20,15.31,354.2,1.0,558.0,1.0,85.0,1.0,12.0,7.0,6.0,0.0,
BJKF-22,Direct,Level with CI,0.0,0.0,44.0,30,3.35,100.95,0.0,,,,,,,,,
ZAFS-17,MSM,Decreasing with CI,1.0,1.0,52.0,30,120.35,2576.15,0.0,567.0,2.0,24.0,1.0,17.0,3.0,5.0,0.0,
MLVT-14,CTM,Decreasing with CI,1.0,0.0,47.0,30,29.73,573.0,0.0,587.0,3.0,21.0,2.0,14.0,3.0,1.0,0.0,
JVSU-60,Direct,Decreasing,1.0,1.0,36.0,30,37.71,884.18,0.0,583.0,0.0,145.0,0.0,14.0,5.0,7.0,0.0,
NSOB-30,CTM,Level,0.0,1.0,56.0,20,18.75,545.05,0.0,560.0,4.0,,5.0,15.0,4.0,6.0,0.0,
EFBK-50,MSM,Decreasing with CI,1.0,0.0,52.0,20,8.79,305.73,0.0,581.0,0.0,,5.0,7.0,4.0,1.0,0.0,
OCFJ-40,Direct,Decreasing with CI,1.0,0.0,35.0,35,5.4,177.54,0.0,,,,,,,,,
XLKF-10,CTM,Level with CI,0.0,1.0,31.0,20,26.14,889.48,0.0,573.0,3.0,7.0,9.0,8.0,5.0,3.0,0.0,
EHJQ-12,CTM,Level,1.0,0.0,39.0,30,10.47,328.61,0.0,539.0,1.0,,4.0,16.0,6.0,9.0,0.0,
OXSV-59,CTM,Level,0.0,1.0,34.0,20,21.27,638.96,0.0,472.0,2.0,16.0,4.0,20.0,7.0,10.0,1.0,2.0
IMGR-95,CTM,Level,1.0,0.0,45.0,10,13.43,347.46,0.0,572.0,5.0,7.0,5.0,14.0,6.0,6.0,0.0,
MCNR-99,CTM,Decreasing with CI,1.0,0.0,51.0,30,8.79,305.73,0.0,581.0,0.0,,5.0,7.0,4.0,1.0,0.0,
XXSJ-88,CTM,Decreasing,1.0,0.0,39.0,20,13.56,377.02,0.0,548.0,0.0,,7.0,18.0,7.0,4.0,0.0,
QXMX-30,MSM,Level with CI,1.0,1.0,41.0,20,15.72,426.07,0.0,573.0,1.0,,7.0,11.0,4.0,1.0,0.0,
HRXY-75,CTM,Level accelerated,1.0,0.0,31.0,30,27.44,587.16,0.0,,,,,,,,,
NOVJ-68,MSM,Decreasing,1.0,1.0,48.0,20,6.64,158.17,1.0,575.0,5.0,,5.0,16.0,5.0,4.0,0.0,
QWVU-45,MSM,Level,1.0,0.0,35.0,30,18.35,596.22,0.0,,,,,,,,,
ANFU-24,CTM,Level,1.0,1.0,44.0,20,25.1,749.3,1.0,556.0,0.0,19.0,7.0,12.0,5.0,6.0,0.0,
ALYM-12,CTM,Decreasing with CI,1.0,1.0,43.0,30,24.74,591.47,0.0,499.0,,,,14.0,4.0,7.0,,
TTRE-54,CTM,Level with CI,1.0,1.0,51.0,30,47.25,818.55,1.0,537.0,0.0,,13.0,23.0,7.0,10.0,0.0,
UGWB-68,CTM,Decreasing,1.0,1.0,38.0,20,20.79,532.72,0.0,584.0,2.0,,1.0,9.0,3.0,8.0,0.0,
YWME-26,CTM,Decreasing,1.0,0.0,56.0,15,5.0,67.67,0.0,532.0,3.0,,9.0,23.0,7.0,10.0,0.0,
LKVL-11,Direct,Level with CI,1.0,1.0,53.0,20,20.0,472.02,0.0,572.0,2.0,,3.0,13.0,5.0,5.0,0.0,
NVOY-91,Direct,Level with CI,1.0,1.0,42.0,5,3.76,87.11,1.0,583.0,0.0,73.0,5.0,17.0,4.0,9.0,0.0,
SUXF-94,CTM,Decreasing,1.0,0.0,54.0,5,23.29,496.98,0.0,,,,,,,,,
MYDM-43,CTM,Level,1.0,1.0,41.0,20,14.76,325.49,0.0,560.0,4.0,37.0,7.0,16.0,6.0,6.0,0.0,
DCKH-41,CTM,Level,1.0,0.0,47.0,20,77.99,1729.86,0.0,551.0,4.0,,1.0,10.0,8.0,8.0,0.0,
GRHL-51,Direct,Decreasing with CI,0.0,0.0,51.0,20,21.22,502.78,0.0,,,,,,,,,
MKSZ-24,MSM,Level with CI,1.0,0.0,53.0,10,9.78,146.9,0.0,,,,,,,,,
VZZI-32,CTM,Level with CI,1.0,0.0,46.0,10,8.8,131.02,1.0,562.0,1.0,97.0,8.0,13.0,5.0,6.0,0.0,
QCQS-66,Direct,Decreasing accelerated,1.0,0.0,43.0,10,37.4,1080.3,0.0,,,,,,,,,
QGIN-17,Direct,Level,1.0,0.0,52.0,30,10.76,308.68,0.0,575.0,3.0,,4.0,7.0,1.0,6.0,0.0,
TJOK-14,CTM,Decreasing accelerated,1.0,0.0,40.0,5,4.58,106.66,1.0,,,,,,,,,
UHLB-21,Direct,Level,0.0,0.0,36.0,20,38.6,1085.81,0.0,531.0,2.0,,7.0,19.0,7.0,2.0,0.0,
YEBO-64,CTM,Decreasing,0.0,1.0,35.0,20,27.01,578.02,1.0,568.0,5.0,31.0,6.0,13.0,3.0,1.0,0.0,
WYPZ-94,MSM,Level,1.0,0.0,47.0,20,20.99,444.85,0.0,,,,,,,,,
ZHPZ-32,Direct,Decreasing with CI,0.0,1.0,43.0,20,29.99,578.0,0.0,587.0,3.0,21.0,2.0,14.0,3.0,1.0,0.0,
KGJS-51,Direct,Level accelerated,1.0,1.0,54.0,25,14.63,473.7,0.0,,,,,,,,,
KAGG-34,CTM,Level,1.0,0.0,38.0,20,34.82,1056.52,0.0,500.0,,,,,,,,
KHJC-64,MSM,Level with CI,0.0,1.0,47.0,25,7.0,162.98,0.0,569.0,0.0,4.0,3.0,11.0,3.0,1.0,0.0,
BLFH-70,CTM,Level with CI,1.0,0.0,32.0,30,85.14,1933.36,0.0,,,,,,,,,
LWQX-61,Direct,Level,1.0,0.0,56.0,20,84.99,2709.61,0.0,573.0,3.0,7.0,9.0,8.0,5.0,3.0,0.0,
UAEG-76,CTM,Level with CI,1.0,0.0,59.0,25,35.91,916.41,0.0,584.0,3.0,,1.0,8.0,2.0,9.0,0.0,
QAVQ-93,CTM,Level,0.0,0.0,41.0,20,11.14,312.86,1.0,555.0,3.0,,4.0,18.0,5.0,5.0,0.0,
DKRA-61,Direct,Decreasing with CI,1.0,0.0,44.0,20,38.17,940.96,0.0,516.0,0.0,24.0,4.0,22.0,7.0,10.0,0.0,
LWZM-48,CTM,Level,1.0,1.0,51.0,10,20.77,448.57,0.0,507.0,7.0,,5.0,16.0,5.0,5.0,1.0,17.0
FBUK-30,CTM,Level,0.0,1.0,40.0,30,37.52,781.64,0.0,,,,,,,,,
PYWQ-33,CTM,Decreasing with CI,0.0,0.0,33.0,10,17.27,504.6,0.0,578.0,1.0,,4.0,6.0,3.0,4.0,0.0,
ILDW-20,Direct,Decreasing with CI,0.0,1.0,45.0,30,57.5,1220.98,0.0,566.0,4.0,,18.0,15.0,5.0,10.0,0.0,
LMIE-31,MSM,Level,0.0,0.0,59.0,20,36.34,1093.3,0.0,490.0,,,,10.0,5.0,10.0,,
RXHZ-75,CTM,Decreasing with CI,1.0,1.0,51.0,30,17.4,249.8,0.0,563.0,3.0,,0.0,16.0,8.0,6.0,0.0,
OMNQ-99,CTM,Decreasing with CI,1.0,1.0,44.0,35,49.05,1542.93,0.0,585.0,0.0,124.0,3.0,3.0,3.0,1.0,0.0,
RQEE-79,Direct,Decreasing with CI,0.0,1.0,55.0,20,47.62,1378.49,1.0,,,,,,,,,
AEOD-40,CTM,Decreasing accelerated,0.0,1.0,46.0,10,16.26,558.15,0.0,,,,,,,,,
XEAE-73,CTM,Decreasing with CI,0.0,0.0,46.0,10,31.39,1019.17,0.0,577.0,3.0,,17.0,8.0,3.0,1.0,0.0,
VEOL-74,MSM,Level,0.0,1.0,56.0,20,6.41,140.57,1.0,561.0,0.0,109.0,12.0,11.0,4.0,9.0,0.0,
IEJA-23,CTM,Decreasing,1.0,1.0,34.0,20,35.72,1075.26,0.0,490.0,,,,10.0,5.0,10.0,,
FOHS-37,CTM,Level accelerated,0.0,1.0,41.0,30,41.35,1150.92,1.0,587.0,2.0,24.0,4.0,6.0,3.0,5.0,0.0,
AGRT-65,MSM,Decreasing with CI,1.0,0.0,47.0,20,11.35,259.61,1.0,,,,,,,,,
PMEF-27,CTM,Decreasing,0.0,0.0,36.0,5,79.91,1606.52,0.0,570.0,2.0,49.0,0.0,7.0,8.0,8.0,0.0,
BHLA-25,MSM,Decreasing,1.0,0.0,51.0,30,85.48,2703.41,0.0,585.0,0.0,124.0,3.0,3.0,3.0,1.0,0.0,
BBHD-90,Direct,Level,1.0,0.0,37.0,30,13.65,308.69,0.0,584.0,3.0,,1.0,8.0,2.0,9.0,0.0,
IDIG-26,CTM,Level,1.0,0.0,44.0,20,4.43,143.59,0.0,,,,,,,,,
LAFH-88,CTM,Level with CI,0.0,1.0,35.0,20,22.03,480.55,0.0,558.0,1.0,,5.0,3.0,4.0,7.0,0.0,
IHAY-97,Direct,Level with CI,1.0,1.0,40.0,40,11.15,295.55,0.0,,,,,,,,,
MAGJ-48,CTM,Decreasing with CI,1.0,0.0,49.0,30,9.78,146.9,0.0,,,,,,,,,
SOTO-52,CTM,Level with CI,1.0,1.0,48.0,20,23.83,612.02,1.0,558.0,2.0,,0.0,5.0,8.0,5.0,0.0,
HOBO-11,Direct,Decreasing with CI,1.0,0.0,44.0,20,10.84,297.22,0.0,,,,,,,,,
RZMG-64,Direct,Level,1.0,0.0,46.0,30,36.28,881.66,0.0,566.0,1.0,,4.0,12.0,5.0,2.0,0.0,
BPNQ-35,MSM,Decreasing with CI,1.0,0.0,44.0,20,26.61,841.62,0.0,471.0,,,,21.0,7.0,4.0,,
OZIK-66,Direct,Level with CI,0.0,1.0,35.0,20,22.41,572.16,0.0,563.0,2.0,,2.0,17.0,5.0,3.0,0.0,
ITTW-99,CTM,Level accelerated,1.0,0.0,40.0,30,24.18,746.09,0.0,549.0,2.0,6.0,9.0,10.0,6.0,5.0,0.0,
VLLP-93,CTM,Level,1.0,1.0,31.0,30,34.06,1083.56,0.0,569.0,4.0,21.0,10.0,15.0,5.0,6.0,0.0,
GYHK-90,CTM,Level,1.0,1.0,49.0,40,24.18,746.09,0.0,549.0,2.0,6.0,9.0,10.0,6.0,5.0,0.0,
LCZK-21,Direct,Level with CI,1.0,0.0,59.0,40,3.66,96.95,0.0,,,,,,,,,
QEQV-88,CTM,Level,0.0,0.0,47.0,5,83.17,2376.85,0.0,,,,,,,,,
XHZW-58,Direct,Decreasing accelerated,0.0,0.0,46.0,20,19.98,420.74,1.0,571.0,10.0,21.0,8.0,9.0,4.0,7.0,0.0,
ZBXQ-18,CTM,Decreasing with CI,1.0,1.0,47.0,20,20.34,663.84,0.0,536.0,3.0,,5.0,23.0,6.0,10.0,0.0,
LLJS-33,Direct,Level accelerated,1.0,0.0,44.0,20,20.79,485.08,0.0,555.0,3.0,,11.0,14.0,7.0,9.0,0.0,
FYUF-58,CTM,Level,1.0,0.0,44.0,15,54.86,1474.49,0.0,,,,,,,,,
NPAU-16,CTM,Decreasing with CI,1.0,1.0,42.0,30,14.35,324.9,0.0,556.0,1.0,,7.0,19.0,5.0,9.0,0.0,
ZVNS-28,MSM,Decreasing with CI,0.0,1.0,45.0,5,20.93,458.25,0.0,558.0,1.0,,5.0,3.0,4.0,7.0,0.0,
EZMD-25,CTM,Level,1.0,0.0,42.0,40,13.07,294.15,0.0,563.0,1.0,37.0,9.0,15.0,5.0,10.0,0.0,
FOBP-42,CTM,Decreasing,0.0,0.0,40.0,10,4.0,131.29,0.0,,,,,,,,,
KHXT-86,Direct,Level accelerated,1.0,1.0,38.0,10,15.0,356.66,0.0,562.0,1.0,36.0,3.0,17.0,5.0,3.0,0.0,
OCGV-41,CTM,Level,0.0,0.0,40.0,30,23.83,612.02,1.0,,,,,,,,,
HOCY-31,CTM,Level,1.0,1.0,38.0,10,9.97,108.48,0.0,545.0,2.0,,10.0,13.0,6.0,10.0,0.0,
VGZX-90,CTM,Decreasing with CI,1.0,0.0,46.0,20,16.55,446.0,0.0,,,,,,,,,
PDKA-80,Direct,Decreasing with CI,0.0,0.0,46.0,20,35.52,759.19,0.0,557.0,5.0,,7.0,12.0,4.0,8.0,0.0,
BSBM-98,CTM,Decreasing with CI,0.0,0.0,38.0,10,55.53,1120.97,1.0,,,,,,,,,
GTYX-28,CTM,Decreasing,0.0,1.0,35.0,25,16.42,461.16,1.0,568.0,1.0,10.0,5.0,20.0,5.0,5.0,0.0,
YXIN-93,MSM,Level with CI,0.0,0.0,50.0,25,24.14,610.65,0.0,,,,,,,,,
TMBV-70,MSM,Level,1.0,0.0,36.0,5,8.1,232.37,1.0,555.0,3.0,,4.0,18.0,5.0,5.0,0.0,
OEUC-15,CTM,Decreasing with CI,0.0,0.0,46.0,10,35.67,756.94,0.0,569.0,4.0,21.0,12.0,11.0,4.0,2.0,0.0,
BIRL-49,Direct,Decreasing with CI,0.0,0.0,43.0,30,28.26,763.19,1.0,,,,,,,,,
TLYR-28,Direct,Decreasing,0.0,0.0,38.0,5,23.36,737.46,0.0,471.0,,,,21.0,7.0,4.0,,
HIJJ-22,Direct,Decreasing with CI,1.0,0.0,46.0,10,81.01,1628.54,0.0,571.0,2.0,33.0,4.0,8.0,3.0,3.0,0.0,
DMTU-87,CTM,Level with CI,0.0,1.0,51.0,40,26.1,627.51,1.0,527.0,1.0,,7.0,20.0,8.0,9.0,0.0,
