,QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
2222,YAVI-25,MSM,Level,Y,Y,43,20,36.32,801.72,Y,581,1,21,3,9,1,5,0,-999997
2223,KQOT-66,CTM,Level with CI,Y,Y,27,20,119.38,3777.33,N,585,0,124,3,3,3,1,0,-999997
2224,IQJF-34,MSM,Decreasing,Y,N,62,10,119.38,3777.33,N,585,0,124,3,3,3,1,0,-999997
2225,ZXKO-86,CTM,Level,N,Y,36,30,119.38,3777.33,N,585,0,124,3,3,3,1,0,-999997
2226,LMNA-46,CTM,Level,Y,Y,64,20,51.63,1620.74,N,585,0,124,3,3,3,1,0,-999997
2227,SDVC-69,Direct,Level accelerated,Y,Y,39,30,57.41,1396.05,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2228,QTJH-98,Direct,Level with CI,N,Y,37,5,68.79,1663.72,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2229,VXSU-51,Direct,Level,Y,N,39,15,59.69,1449.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2230,WXAQ-89,CTM,Level,N,Y,39,20,59.69,1449.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2231,HNGS-49,Direct,Level with CI,N,N,49,40,118.93,2332.41,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2232,WFLZ-21,Direct,Decreasing with CI,Y,Y,53,20,118.93,2332.41,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2233,NFMR-26,CTM,Level,N,N,23,30,28.02,663.55,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2234,OEDV-88,CTM,Decreasing with CI,Y,N,45,20,26.34,625.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2235,EXXZ-68,Direct,Decreasing accelerated,Y,Y,34,20,28.02,663.55,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2236,QFYM-98,Direct,Decreasing,N,Y,47,20,29.81,708.98,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2237,EMJQ-75,CTM,Decreasing accelerated,Y,Y,45,20,19.45,465.1,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2238,AQAK-73,MSM,Level,N,N,27,5,19.45,465.1,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2239,OMVQ-73,MSM,Decreasing,Y,Y,49,20,32.39,781.61,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2240,CKMC-98,CTM,Level,Y,Y,54,20,25.21,599.91,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2241,BOYS-50,CTM,Level with CI,Y,N,50,15,23.41,554.49,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2242,TCIN-25,Direct,Level,Y,N,48,10,24.59,365.95,N,566,3,-999997,7,3,4,3,0,-999997
2243,XIIT-68,MSM,Level accelerated,N,N,39,10,24.59,365.95,N,566,3,-999997,7,3,4,3,0,-999997
2244,GRSM-63,Direct,Decreasing with CI,N,N,54,30,59.02,1700.06,N,590,3,37,7,9,3,4,0,-999997
2245,QDMA-82,CTM,Level accelerated,Y,N,30,20,30.35,677.22,N,577,1,-999997,8,7,3,7,0,-999997
2246,EZIF-84,CTM,Decreasing with CI,Y,N,45,20,30.35,677.22,N,577,1,-999997,8,7,3,7,0,-999997
2247,XELA-11,CTM,Level,Y,N,49,20,17.29,404.27,N,543,2,37,6,18,7,7,0,-999997
2248,ZECS-40,MSM,Decreasing with CI,Y,Y,36,20,17.29,404.27,N,543,2,37,6,18,7,7,0,-999997
2249,IHQN-18,CTM,Decreasing with CI,Y,N,42,10,194.28,3470.16,Y,537,0,-999997,13,23,7,10,0,-999997
2250,VQGN-88,CTM,Level,Y,Y,32,15,63.45,1088.84,Y,537,0,-999997,13,23,7,10,0,-999997
2251,DLIZ-23,CTM,Level with CI,Y,Y,52,20,55.4,954.51,Y,537,0,-999997,13,23,7,10,0,-999997
2252,TFXY-84,CTM,Level,N,N,56,35,55.4,954.51,Y,537,0,-999997,13,23,7,10,0,-999997
2253,ADJI-65,Direct,Decreasing with CI,N,N,54,10,23.03,0,N,568,1,21,0,13,5,3,0,-999997
2254,DRXV-14,CTM,Decreasing accelerated,Y,Y,48,30,23.03,0,N,568,1,21,0,13,5,3,0,-999997
2255,VQGS-96,MSM,Level,Y,Y,58,15,17.62,398.49,N,571,1,109,2,15,5,9,0,-999997
2256,EXSL-71,CTM,Decreasing with CI,Y,Y,38,20,17.62,398.49,N,571,1,109,2,15,5,9,0,-999997
2257,NNWU-32,MSM,Decreasing with CI,Y,N,51,20,10,278.7,N,559,5,-999997,14,18,3,9,0,-999997
2258,PNBN-56,Direct,Decreasing,Y,N,44,10,7,194.22,N,559,5,-999997,14,18,3,9,0,-999997
2259,PRAX-14,CTM,Decreasing with CI,Y,N,36,30,10,278.7,N,559,5,-999997,14,18,3,9,0,-999997
2260,HJAQ-77,Direct,Level,N,Y,41,30,6.38,127.34,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2261,ZODS-94,MSM,Decreasing with CI,Y,N,53,20,6.38,127.34,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2262,JLOL-35,Direct,Level accelerated,N,Y,61,30,352.73,10335.95,N,575,2,-999997,5,1,3,1,0,-999997
2263,TVDU-76,Direct,Level with CI,Y,N,25,30,17.65,430.31,Y,581,4,49,5,13,4,2,0,-999997
2264,OUCN-85,MSM,Decreasing with CI,Y,N,42,15,17.65,430.31,Y,581,4,49,5,13,4,2,0,-999997
2265,UOCG-28,MSM,Level with CI,N,Y,40,20,17.65,430.31,Y,581,4,49,5,13,4,2,0,-999997
2266,LKRF-19,CTM,Level with CI,N,Y,36,20,17.65,430.31,Y,581,4,49,5,13,4,2,0,-999997
2267,WVBX-75,CTM,Level,Y,N,39,20,56.77,877.45,Y,575,8,15,5,5,3,6,0,-999997
2268,MISF-58,MSM,Level with CI,N,N,21,10,56.77,877.45,Y,575,8,15,5,5,3,6,0,-999997
2269,AHZJ-18,CTM,Decreasing with CI,Y,Y,50,25,56.77,877.45,Y,575,8,15,5,5,3,6,0,-999997
2270,QDOA-76,Direct,Level with CI,Y,N,44,30,55.4,954.51,Y,537,0,-999997,13,23,7,10,0,-999997
2271,VKXG-68,CTM,Decreasing,Y,Y,47,30,66.09,1141.69,Y,537,0,-999997,13,23,7,10,0,-999997
2272,RXWT-50,MSM,Level,N,N,48,25,84.13,1603.11,Y,537,0,-999997,13,23,7,10,0,-999997
2273,JXXG-47,CTM,Level,N,N,21,20,121.67,2323.06,Y,537,0,-999997,13,23,7,10,0,-999997
2274,TZHP-52,CTM,Decreasing,Y,N,38,10,63.45,1088.84,Y,537,0,-999997,13,23,7,10,0,-999997
2275,TTRE-54,CTM,Level with CI,Y,Y,51,30,47.25,818.55,Y,537,0,-999997,13,23,7,10,0,-999997
2276,WKWK-73,CTM,Level with CI,Y,N,58,20,26.4,663.36,N,516,3,-999997,9,11,4,5,1,46
2277,PVFA-17,Direct,Level,Y,N,42,20,26.4,663.36,N,516,3,-999997,9,11,4,5,1,46
2278,ZJIZ-61,CTM,Level with CI,N,N,44,15,26.4,663.36,Y,516,3,-999997,9,11,4,5,1,46
2279,GBTX-87,CTM,Level with CI,Y,Y,45,20,26.4,663.36,Y,516,3,-999997,9,11,4,5,1,46
2280,OHLU-70,CTM,Level with CI,N,Y,40,20,80.51,1949.62,N,590,3,97,6,11,5,2,0,-999997
2281,QMIZ-97,CTM,Level,Y,N,57,10,5.06,133.15,N,572,5,-999997,6,9,3,9,0,-999997
2282,BNMT-49,Direct,Decreasing,N,Y,44,20,22.52,521.45,N,577,1,-999997,8,7,3,7,0,-999997
2283,OAJY-27,MSM,Decreasing,N,Y,46,30,14.48,287.99,N,577,1,-999997,8,7,3,7,0,-999997
2284,XSQV-82,CTM,Level,Y,N,50,30,10.29,187.25,N,532,5,-999997,3,21,7,4,0,-999997
2285,FYFR-75,Direct,Level,Y,N,34,5,34.88,372.4,Y,575,8,15,5,5,3,6,0,-999997
2286,HRDX-41,Direct,Decreasing with CI,N,Y,43,20,21.58,230.4,Y,575,8,15,5,5,3,6,0,-999997
2287,HRQX-74,Direct,Level,Y,Y,47,20,34.88,372.4,Y,575,8,15,5,5,3,6,0,-999997
2288,HRLI-78,CTM,Level,N,Y,53,30,7.67,217.24,N,521,1,-999997,5,22,7,7,0,-999997
2289,IBBC-11,CTM,Level,Y,Y,50,10,68.33,1647.53,N,555,2,-999997,7,13,5,3,0,-999997
2290,DSBH-36,CTM,Level,Y,N,57,40,15.32,337.93,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2291,ZTZO-73,MSM,Decreasing accelerated,Y,N,39,30,15.32,337.93,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2292,FDII-62,CTM,Decreasing,Y,Y,33,20,15.32,337.93,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2293,CGUX-49,CTM,Decreasing with CI,Y,Y,38,5,15.32,337.93,Y,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2294,CZEM-74,Direct,Decreasing,N,Y,41,35,26.4,663.36,Y,516,3,-999997,9,11,4,5,1,46
2295,SVDY-24,CTM,Level with CI,N,Y,45,10,30.95,777.43,Y,516,3,-999997,9,11,4,5,1,46
2296,HCMQ-14,CTM,Decreasing,Y,Y,47,30,40.04,1005.56,N,516,3,-999997,9,11,4,5,1,46
2297,KOZC-91,CTM,Decreasing with CI,Y,Y,32,20,39.54,990.63,N,516,3,-999997,9,11,4,5,1,46
2298,GPHY-60,CTM,Decreasing,N,N,45,20,35.25,884.03,N,516,3,-999997,9,11,4,5,1,46
2299,MIUJ-56,Direct,Decreasing with CI,N,Y,39,20,30,516.98,N,568,0,-999997,12,12,4,4,0,-999997
2300,LYLD-97,CTM,Level with CI,N,Y,33,30,30,516.98,N,568,0,-999997,12,12,4,4,0,-999997
2301,XYCN-33,CTM,Level,N,Y,58,20,25.21,777.89,Y,542,3,-999997,15,21,3,3,0,-999997
2302,JATS-59,Direct,Level with CI,Y,N,45,30,5.06,133.15,N,572,5,-999997,6,9,3,9,0,-999997
2303,BUVB-23,CTM,Level with CI,Y,N,42,5,25.81,772.46,N,587,0,21,8,11,4,2,0,-999997
2304,GMZC-39,CTM,Decreasing,N,N,43,20,33.33,997.65,N,587,0,21,8,11,4,2,0,-999997
2305,INKL-40,Direct,Decreasing,N,Y,51,30,19.88,396.49,N,562,0,144,4,14,5,2,0,-999997
2306,MTYL-34,CTM,Level,Y,Y,45,20,332.38,9066.16,N,573,4,-999997,9,7,4,3,0,-999997
2307,RFQJ-22,MSM,Level with CI,Y,Y,45,15,78.54,1611.01,N,573,4,-999997,9,7,4,3,0,-999997
2308,DBWL-13,CTM,Level,Y,N,53,20,47.61,977.91,N,573,4,-999997,9,7,4,3,0,-999997
2309,CQYO-51,MSM,Level accelerated,Y,N,45,30,17.25,468.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2310,ZHPY-83,CTM,Level,N,N,37,30,17.25,468.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2311,OEBW-18,Direct,Level with CI,Y,Y,62,20,17.25,468.16,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2312,TRRY-27,CTM,Decreasing,Y,N,43,5,25.97,851.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2313,PODU-69,CTM,Decreasing,Y,Y,57,5,25.97,851.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2314,GZAT-64,CTM,Level,N,Y,47,20,25.97,851.87,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2315,NSOB-30,CTM,Level,N,Y,56,20,18.75,545.05,N,560,4,-999997,5,15,4,6,0,-999997
2316,NMZV-43,Direct,Decreasing,Y,N,34,10,15.94,456.95,Y,542,3,-999997,15,21,3,3,0,-999997
2317,OUOM-22,Direct,Level,N,Y,60,35,9.41,230.85,Y,542,3,-999997,15,21,3,3,0,-999997
2318,FZID-48,CTM,Level with CI,Y,Y,42,20,9.41,230.85,Y,542,3,-999997,15,21,3,3,0,-999997
2319,LAMS-44,CTM,Level accelerated,Y,N,38,30,9.41,230.85,Y,542,3,-999997,15,21,3,3,0,-999997
2320,XOSG-48,MSM,Level,Y,Y,39,30,9.41,230.85,Y,542,3,-999997,15,21,3,3,0,-999997
2321,VLLP-93,CTM,Level,Y,Y,31,30,34.06,1083.56,N,569,4,21,10,15,5,6,0,-999997
2322,BRIE-78,CTM,Decreasing with CI,N,N,41,20,62.87,1416.88,Y,547,0,37,6,22,7,10,0,-999997
2323,FTRK-82,Direct,Decreasing accelerated,Y,N,47,15,37.98,858.26,Y,547,0,37,6,22,7,10,0,-999997
2324,HVYX-88,Direct,Decreasing with CI,N,N,46,5,37.98,858.26,Y,547,0,37,6,22,7,10,0,-999997
2325,AHRZ-65,CTM,Decreasing accelerated,Y,N,33,20,50.64,1142.77,Y,547,0,37,6,22,7,10,0,-999997
2326,JYWZ-77,Direct,Level,Y,Y,44,10,13.33,277.99,N,478,NULL,-999997,-999997,9,6,3,-999997,NULL
2327,EVQK-26,CTM,Level with CI,Y,Y,40,20,10,208.57,N,478,NULL,-999997,-999997,9,6,3,-999997,NULL
2328,VUCV-60,MSM,Level,N,N,53,15,12.97,270.53,N,478,NULL,-999997,-999997,9,6,3,-999997,NULL
2329,ZZFY-78,CTM,Level with CI,Y,N,46,10,10,297.87,N,564,3,61,22,11,3,10,0,-999997
2330,QBRV-99,CTM,Level with CI,Y,N,52,30,16.1,439.61,Y,564,3,61,22,11,3,10,0,-999997
2331,LJAN-33,Direct,Decreasing accelerated,N,N,45,10,16.1,439.61,Y,564,3,61,22,11,3,10,0,-999997
2332,IZYI-67,CTM,Decreasing with CI,Y,N,36,10,10,297.87,N,564,3,61,22,11,3,10,0,-999997
2333,UBTJ-31,CTM,Level,Y,N,51,30,10,297.87,N,564,3,61,22,11,3,10,0,-999997
2334,ETZV-59,CTM,Level,N,N,36,20,10.5,291.69,N,564,3,61,22,11,3,10,0,-999997
2335,HDGN-85,CTM,Level,N,Y,53,10,16.1,439.61,Y,564,3,61,22,11,3,10,0,-999997
2336,LDBR-35,MSM,Decreasing,Y,N,45,30,9.15,252.64,N,564,3,61,22,11,3,10,0,-999997
2337,PXMN-80,MSM,Decreasing with CI,N,N,49,20,16.95,582.06,N,560,4,-999997,5,15,4,6,0,-999997
2338,MFKH-86,MSM,Level,N,N,42,30,18.75,545.05,N,560,4,-999997,5,15,4,6,0,-999997
2339,MIXY-11,MSM,Level,Y,Y,33,20,18.75,545.05,N,560,4,-999997,5,15,4,6,0,-999997
2340,RTMA-72,Direct,Decreasing with CI,N,N,54,20,10,261.1,Y,575,0,49,1,9,5,7,0,-999997
2341,XKOX-15,CTM,Decreasing with CI,Y,N,50,30,10.57,300.16,Y,575,0,49,1,9,5,7,0,-999997
2342,HKQG-58,Direct,Decreasing accelerated,N,Y,34,20,10.57,300.16,Y,575,0,49,1,9,5,7,0,-999997
2343,PPCM-81,CTM,Level,Y,Y,40,20,10.57,300.16,Y,575,0,49,1,9,5,7,0,-999997
2344,XCSQ-77,CTM,Level,Y,N,46,15,14.11,413.83,Y,575,0,49,1,9,5,7,0,-999997
2345,RICM-65,CTM,Decreasing with CI,Y,N,47,10,24.44,769.24,N,564,2,21,7,12,3,5,0,-999997
2346,HVHK-32,MSM,Level,Y,Y,41,30,19.27,444.7,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2347,MTFF-62,CTM,Level with CI,N,N,32,20,29.72,681.04,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2348,NZRW-13,MSM,Level,Y,Y,45,20,29.72,681.04,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2349,UMFM-12,Direct,Decreasing,Y,N,44,15,29.72,681.04,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2350,YJAE-64,CTM,Decreasing,Y,N,45,20,29.72,681.04,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2351,VBJR-10,CTM,Level,Y,N,48,20,29.72,681.04,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2352,OGWT-49,Direct,Level accelerated,Y,N,53,30,26.35,722.79,N,523,NULL,-999997,-999997,6,2,2,-999997,NULL
2353,CLWH-60,MSM,Level accelerated,Y,N,42,25,5,108.92,N,567,3,-999997,8,2,2,2,0,-999997
2354,HOLU-75,Direct,Decreasing with CI,N,N,47,30,9.79,238.41,Y,530,6,-999997,11,21,7,5,0,-999997
2355,ODPP-99,CTM,Level with CI,Y,N,62,20,9.79,238.41,Y,530,6,-999997,11,21,7,5,0,-999997
2356,NMGA-20,Direct,Decreasing accelerated,Y,N,54,5,9.79,238.41,Y,530,6,-999997,11,21,7,5,0,-999997
2357,NNGQ-49,Direct,Decreasing,Y,N,46,20,12.46,285.42,Y,547,0,37,6,22,7,10,0,-999997
2358,QZVS-43,CTM,Decreasing accelerated,Y,Y,53,25,52.7,956.48,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2359,HGRK-27,Direct,Decreasing,Y,Y,53,20,52.7,956.48,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2360,YUNA-70,CTM,Decreasing with CI,N,Y,43,30,100.46,1822.92,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2361,VJFV-92,CTM,Decreasing with CI,Y,N,48,20,15.9,440.21,N,545,0,21,0,18,7,6,0,-999997
2362,ZBXQ-18,CTM,Decreasing with CI,Y,Y,47,20,20.34,663.84,N,536,3,-999997,5,23,6,10,0,-999997
2363,AGHP-55,CTM,Level,Y,N,52,10,29.37,726.56,N,564,1,48,8,14,4,9,0,-999997
2364,CTKU-76,MSM,Level with CI,N,N,35,20,10.61,351.71,N,575,4,6,4,9,5,8,0,-999997
2365,EBLR-64,Direct,Level accelerated,Y,N,63,20,10.61,351.71,N,575,4,6,4,9,5,8,0,-999997
2366,KIXE-29,CTM,Level with CI,Y,Y,35,30,10.61,351.71,N,575,4,6,4,9,5,8,0,-999997
2367,YUKQ-84,MSM,Level with CI,Y,N,32,10,18.75,545.05,Y,560,4,-999997,5,15,4,6,0,-999997
2368,TJQU-88,Direct,Level,Y,Y,32,20,18.75,545.05,Y,560,4,-999997,5,15,4,6,0,-999997
2369,TPCS-68,Direct,Decreasing,Y,Y,50,10,18.75,545.05,Y,560,4,-999997,5,15,4,6,0,-999997
2370,NILJ-90,Direct,Level,Y,N,50,20,24.45,656.14,N,523,2,-999997,5,24,7,9,0,-999997
2371,LLJS-33,Direct,Level accelerated,Y,N,44,20,20.79,485.08,N,555,3,-999997,11,14,7,9,0,-999997
2372,CQOR-47,MSM,Level with CI,Y,N,49,30,8.1,232.37,Y,555,3,-999997,4,18,5,5,0,-999997
2373,AIMJ-64,Direct,Decreasing with CI,N,N,45,20,8.1,232.37,Y,555,3,-999997,4,18,5,5,0,-999997
2374,UHBG-12,CTM,Decreasing,Y,Y,30,20,9.93,284.83,Y,555,3,-999997,4,18,5,5,0,-999997
2375,QAVQ-93,CTM,Level,N,N,41,20,11.14,312.86,Y,555,3,-999997,4,18,5,5,0,-999997
2376,BQQQ-27,Direct,Decreasing,N,Y,44,20,8.1,232.37,Y,555,3,-999997,4,18,5,5,0,-999997
2377,GJMC-25,Direct,Decreasing accelerated,N,Y,26,30,8.1,232.37,Y,555,3,-999997,4,18,5,5,0,-999997
2378,TMBV-70,MSM,Level,Y,N,36,5,8.1,232.37,Y,555,3,-999997,4,18,5,5,0,-999997
2379,CVOG-63,Direct,Decreasing with CI,Y,N,45,5,8.1,232.37,N,555,3,-999997,4,18,5,5,0,-999997
2380,IINM-83,Direct,Decreasing,N,N,46,10,8.1,232.37,N,555,3,-999997,4,18,5,5,0,-999997
2381,MJLQ-33,MSM,Level with CI,N,Y,39,20,8.1,232.37,Y,555,3,-999997,4,18,5,5,0,-999997
2382,OBPY-79,CTM,Decreasing with CI,Y,N,32,35,8.1,232.37,Y,555,3,-999997,4,18,5,5,0,-999997
2383,IEUE-42,Direct,Level,Y,N,45,30,18.75,545.05,Y,560,4,-999997,5,15,4,6,0,-999997
2384,ZFJE-44,Direct,Decreasing with CI,N,N,47,5,18.14,409.39,Y,554,1,-999997,5,18,6,9,0,-999997
2385,LEQZ-99,CTM,Level,Y,N,39,5,18.14,409.39,Y,554,1,-999997,5,18,6,9,0,-999997
2386,HZQH-29,CTM,Level,Y,N,43,20,15.05,341.54,Y,554,1,-999997,5,18,6,9,0,-999997
2387,HLSA-54,MSM,Level with CI,N,Y,46,20,18.14,409.39,Y,554,1,-999997,5,18,6,9,0,-999997
2388,SFBZ-70,Direct,Decreasing with CI,Y,N,40,30,12.04,270.12,Y,554,1,-999997,5,18,6,9,0,-999997
2389,OJEF-86,MSM,Decreasing with CI,Y,N,36,20,12.04,270.12,Y,554,1,-999997,5,18,6,9,0,-999997
2390,DMIS-78,CTM,Level with CI,N,Y,47,25,18.14,409.39,Y,554,1,-999997,5,18,6,9,0,-999997
2391,JIJI-16,CTM,Level,N,Y,38,30,25,754.36,N,559,2,-999997,15,16,3,6,0,-999997
2392,WJUW-27,CTM,Decreasing,Y,N,47,35,7.93,223.78,N,559,2,-999997,15,16,3,6,0,-999997
2393,UXUH-44,Direct,Level with CI,Y,N,40,30,7.93,223.78,N,559,2,-999997,15,16,3,6,0,-999997
2394,EVEI-43,CTM,Level with CI,Y,N,45,30,7.93,223.78,N,559,2,-999997,15,16,3,6,0,-999997
2395,SFAY-56,Direct,Decreasing with CI,N,N,45,10,7.93,223.78,N,559,2,-999997,15,16,3,6,0,-999997
2396,AGWA-33,MSM,Decreasing,N,N,50,20,6.06,155.98,N,559,2,-999997,15,16,3,6,0,-999997
2397,GJVD-16,Direct,Level with CI,N,N,47,30,15.15,167.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2398,KDPM-93,Direct,Decreasing,Y,Y,48,20,15.15,167.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2399,QUMB-82,CTM,Level with CI,Y,Y,54,5,15.15,167.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2400,GIAO-22,CTM,Level,N,N,58,20,21.66,540.72,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2401,UEZU-93,Direct,Decreasing,N,N,39,20,22.95,284.78,N,561,4,-999997,12,5,2,1,0,-999997
2402,IJXB-56,Direct,Level,N,Y,38,35,19.6,243.2,N,561,4,-999997,12,5,2,1,0,-999997
2403,DCQU-80,CTM,Level,N,N,52,30,22.95,284.78,N,561,4,-999997,12,5,2,1,0,-999997
2404,DNMS-96,CTM,Decreasing with CI,Y,N,38,5,3.14,94.57,N,548,2,-999997,5,13,6,8,0,-999997
2405,DGKL-12,Direct,Level,Y,N,44,5,27.5,584.8,N,566,4,-999997,9,12,4,5,0,-999997
2406,HDCR-25,CTM,Decreasing with CI,N,Y,45,30,27.5,584.8,N,566,4,-999997,9,12,4,5,0,-999997
2407,FTLM-60,Direct,Level with CI,N,N,47,30,11.46,251.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2408,IKRU-87,CTM,Level with CI,N,N,45,20,23.08,540.94,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2409,DJFG-30,MSM,Level,Y,N,45,10,31.08,767.23,N,579,0,-999997,8,7,4,3,0,-999997
2410,GBFO-22,MSM,Decreasing,Y,Y,54,20,28.86,718.53,N,579,0,-999997,8,7,4,3,0,-999997
2411,KYJW-20,CTM,Decreasing,Y,N,49,30,35.51,864.62,N,579,0,-999997,8,7,4,3,0,-999997
2412,ITFV-61,CTM,Level accelerated,N,Y,38,35,33.3,815.92,N,579,0,-999997,8,7,4,3,0,-999997
2413,ERBW-77,Direct,Level accelerated,N,N,53,20,52.86,1287.03,N,579,0,-999997,8,7,4,3,0,-999997
2414,RQIR-65,CTM,Level with CI,N,N,38,20,48.42,1189.64,N,579,0,-999997,8,7,4,3,0,-999997
2415,AWIN-16,CTM,Decreasing,N,N,55,20,37.73,913.31,N,579,0,-999997,8,7,4,3,0,-999997
2416,MTGO-45,CTM,Decreasing with CI,N,N,46,20,33.3,815.92,N,579,0,-999997,8,7,4,3,0,-999997
2417,GAED-17,CTM,Decreasing accelerated,Y,N,46,10,7.84,222.04,N,578,0,-999997,0,16,8,9,0,-999997
2418,QXEE-78,CTM,Decreasing accelerated,Y,N,43,10,25.63,644.65,Y,544,1,-999997,55,9,6,8,0,-999997
2419,PRXN-17,CTM,Level,Y,Y,51,30,25.63,644.65,Y,544,1,-999997,55,9,6,8,0,-999997
2420,GZRR-97,CTM,Level with CI,N,N,32,20,25.63,644.65,Y,544,1,-999997,55,9,6,8,0,-999997
2421,BBVG-76,Direct,Decreasing with CI,Y,N,39,10,29.75,737.77,Y,544,1,-999997,55,9,6,8,0,-999997
2422,LEKT-76,CTM,Level,Y,Y,46,20,15.15,167.89,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2423,NCNZ-94,CTM,Level with CI,N,N,43,40,6.83,184.14,N,551,2,7,3,17,7,3,0,-999997
2424,EVVC-80,CTM,Decreasing with CI,Y,N,57,5,6.83,184.14,N,551,2,7,3,17,7,3,0,-999997
2425,GSGR-14,CTM,Decreasing with CI,N,N,50,10,23.9,530.02,Y,568,9,26,19,13,4,10,0,-999997
2426,UQZF-49,CTM,Decreasing with CI,Y,N,29,10,23.9,530.02,Y,568,9,26,19,13,4,10,0,-999997
2427,QRSM-66,MSM,Level,N,Y,46,10,23.9,530.02,Y,568,9,26,19,13,4,10,0,-999997
2428,UISG-15,MSM,Decreasing,Y,N,45,5,23.9,530.02,N,568,9,26,19,13,4,10,0,-999997
2429,YTAO-77,Direct,Decreasing,Y,N,45,20,23.9,530.02,Y,568,9,26,19,13,4,10,0,-999997
2430,BMCM-99,Direct,Level,Y,Y,45,10,22.9,733.04,N,520,5,-999997,3,22,7,3,0,-999997
2431,MMQR-93,MSM,Level,Y,N,53,20,7.84,222.04,N,578,0,-999997,0,16,8,9,0,-999997
2432,EMKH-65,CTM,Level with CI,Y,N,44,5,7.84,222.04,N,578,0,-999997,0,16,8,9,0,-999997
2433,SKJB-64,CTM,Level with CI,N,N,54,5,49.18,1349.8,N,565,5,-999997,20,14,4,5,0,-999997
2434,ZYHR-31,MSM,Level,Y,Y,48,30,36.94,989.77,N,565,5,-999997,20,14,4,5,0,-999997
2435,MILO-69,Direct,Decreasing,Y,Y,47,30,25.24,582.69,Y,579,3,21,3,10,5,4,0,-999997
2436,GAQV-88,MSM,Level with CI,Y,Y,38,10,25.24,582.69,Y,579,3,21,3,10,5,4,0,-999997
2437,OVJD-32,Direct,Decreasing,Y,Y,46,15,25.24,582.69,Y,579,3,21,3,10,5,4,0,-999997
2438,MEYO-90,CTM,Level,Y,N,45,20,16.46,338.34,N,486,2,-999997,18,7,4,5,3,12
2439,EUZS-73,CTM,Level accelerated,Y,Y,50,10,48.16,1027.51,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
2440,NQOV-35,Direct,Level,Y,Y,48,20,40.1,1076.35,N,603,2,205,3,19,3,6,0,-999997
2441,WRNY-37,CTM,Level,Y,Y,46,20,51.94,1432.85,N,603,2,205,3,19,3,6,0,-999997
2442,EALI-94,MSM,Level,Y,Y,48,25,15.58,349.58,N,9999,NULL,NULL,NULL,,,NULL,NULL,NULL
