QuoteRef,Channel,Product,Smoker,Joint?,Person1 Age,Term,TotalPremium,NBC,Sold,JF (Score),WGB (No. of other addresses held),X (Months same person on ER at current address),EF (No. of people not same surname at current address),NOB (Property group),URB (Income group),LSB (Regional banded house price band),BB (Number of CCJs),ND (Months since last CCJ)
PFCI-65,CTM,Decreasing,1.0,0,42.0,30,23.83,612.02,1,,,,,,,,,
QBNQ-76,CTM,Decreasing with CI,1.0,0,49.0,30,23.83,612.02,1,,,,,,,,,
ZNJQ-81,CTM,Decreasing,0.0,1,33.0,10,22.37,638.66,0,,,,,,,,,
DHOC-94,MSM,Level with CI,1.0,0,54.0,5,22.37,638.66,0,,,,,,,,,
URQZ-81,CTM,Level with CI,1.0,0,49.0,20,16.08,411.48,0,,,,,,,,,
NXFQ-49,CTM,Level with CI,1.0,0,42.0,20,10.0,255.82,0,,,,,,,,,
IAZY-83,Direct,Level with CI,1.0,0,48.0,30,10.0,255.82,0,,,,,,,,,
XYBR-39,MSM,Level,0.0,0,59.0,25,19.75,458.47,0,571.0,0.0,,0.0,,,,0.0,
ZOQM-63,CTM,Level,0.0,0,44.0,5,24.83,672.27,0,573.0,1.0,,7.0,11,4,1.0,0.0,
BVWQ-24,CTM,Level with CI,0.0,0,38.0,20,18.22,498.62,0,573.0,1.0,,7.0,11,4,1.0,0.0,
SDQO-12,CTM,Level,1.0,0,46.0,5,15.72,426.07,0,573.0,1.0,,7.0,11,4,1.0,0.0,
SOLF-16,Direct,Level,0.0,1,47.0,30,18.58,474.32,0,573.0,1.0,,7.0,11,4,1.0,0.0,
QXMX-30,MSM,Level with CI,1.0,1,41.0,20,15.72,426.07,0,573.0,1.0,,7.0,11,4,1.0,0.0,
XLIA-43,Direct,Decreasing with CI,0.0,1,36.0,25,13.96,365.64,1,561.0,7.0,15.0,8.0,11,4,2.0,0.0,
EJLR-13,MSM,Level with CI,1.0,1,33.0,10,13.96,365.64,1,561.0,7.0,15.0,8.0,11,4,2.0,0.0,
JFTH-27,CTM,Decreasing with CI,1.0,0,37.0,20,14.45,334.98,1,572.0,3.0,16.0,4.0,15,5,6.0,0.0,
MWKR-16,MSM,Level accelerated,1.0,0,43.0,30,14.45,334.98,1,572.0,3.0,16.0,4.0,15,5,6.0,0.0,
GIWW-18,Direct,Decreasing,0.0,0,35.0,30,12.46,288.7,1,572.0,3.0,16.0,4.0,15,5,6.0,0.0,
HSRI-44,Direct,Level,0.0,0,58.0,20,18.45,427.56,1,572.0,3.0,16.0,4.0,15,5,6.0,0.0,
YBJY-54,Direct,Decreasing with CI,0.0,1,38.0,20,14.45,334.98,1,572.0,3.0,16.0,4.0,15,5,6.0,0.0,
JSAX-76,CTM,Decreasing accelerated,0.0,0,58.0,10,66.94,1863.32,0,503.0,2.0,21.0,7.0,17,7,4.0,1.0,50.0
CMXX-13,CTM,Level with CI,1.0,1,43.0,20,325.84,9069.94,0,503.0,2.0,21.0,7.0,17,7,4.0,1.0,50.0
WJBP-35,Direct,Level,0.0,0,42.0,5,67.91,1890.3,0,503.0,2.0,21.0,7.0,17,7,4.0,1.0,50.0
ORYS-25,CTM,Decreasing with CI,0.0,0,38.0,30,93.79,1729.32,0,585.0,2.0,21.0,8.0,5,3,1.0,0.0,
MTIQ-13,MSM,Level with CI,0.0,1,37.0,15,14.58,352.67,0,,,,,,,,,
LRKG-37,Direct,Level with CI,1.0,0,57.0,10,49.82,1558.74,0,585.0,3.0,,4.0,3,3,2.0,0.0,
PKAE-48,MSM,Level with CI,1.0,0,59.0,30,17.15,425.94,0,549.0,2.0,,3.0,11,7,4.0,0.0,
VLCZ-85,MSM,Decreasing with CI,1.0,1,32.0,20,9.92,247.18,0,549.0,2.0,,3.0,11,7,4.0,0.0,
KJIW-26,Direct,Level,1.0,0,53.0,25,10.36,256.57,0,549.0,2.0,,3.0,11,7,4.0,0.0,
TPSH-80,CTM,Decreasing with CI,0.0,0,47.0,20,11.44,292.07,0,549.0,2.0,,3.0,11,7,4.0,0.0,
ZSZH-59,MSM,Level,0.0,0,44.0,5,12.67,308.42,0,549.0,2.0,,3.0,11,7,4.0,0.0,
MIVP-48,CTM,Level,1.0,1,41.0,40,9.41,242.04,0,557.0,3.0,,9.0,10,4,1.0,0.0,
WGFC-97,MSM,Level,0.0,1,52.0,5,9.41,242.04,0,557.0,3.0,,9.0,10,4,1.0,0.0,
MTZW-29,CTM,Level,1.0,0,39.0,20,9.41,242.04,0,557.0,3.0,,9.0,10,4,1.0,0.0,
PIIH-16,CTM,Decreasing with CI,1.0,1,52.0,20,9.41,242.04,0,557.0,3.0,,9.0,10,4,1.0,0.0,
HUZN-45,CTM,Level accelerated,1.0,0,39.0,30,13.29,381.3,0,,,,,,,,,
TDPT-21,Direct,Level,0.0,1,33.0,20,10.57,207.03,1,,,,,,,,,
ILIH-13,Direct,Decreasing with CI,1.0,1,35.0,20,10.57,207.03,1,,,,,,,,,
FTFN-36,CTM,Level,0.0,0,52.0,5,13.92,272.54,1,,,,,,,,,
NHMF-96,Direct,Level,1.0,0,43.0,20,11.46,231.6,0,562.0,3.0,,8.0,11,3,2.0,0.0,
JUHU-76,Direct,Level with CI,1.0,1,44.0,10,11.46,231.6,0,562.0,3.0,,8.0,11,3,2.0,0.0,
LLKM-19,CTM,Decreasing,1.0,1,35.0,20,11.46,231.6,0,562.0,3.0,,8.0,11,3,2.0,0.0,
HVAR-99,MSM,Decreasing with CI,0.0,0,28.0,20,11.46,231.6,0,562.0,3.0,,8.0,11,3,2.0,0.0,
VKSF-31,CTM,Decreasing with CI,1.0,1,47.0,30,24.51,541.82,0,,,,,,,,,
EPIU-15,CTM,Decreasing,0.0,0,56.0,10,24.51,541.82,0,,,,,,,,,
LFJJ-26,MSM,Decreasing with CI,0.0,1,49.0,5,24.61,462.88,0,,,,,,,,,
SGGL-18,CTM,Decreasing,0.0,0,38.0,20,24.61,462.88,0,,,,,,,,,
XAIU-64,CTM,Level,0.0,0,38.0,10,24.2,467.8,0,,,,,,,,,
QDOS-95,Direct,Level,0.0,0,49.0,5,5.64,105.74,0,,,,,,,,,
RTRX-79,CTM,Level,1.0,0,49.0,20,5.64,105.74,0,,,,,,,,,
WREE-14,MSM,Decreasing with CI,0.0,0,32.0,20,54.09,1216.44,0,,,,,,,,,
HSJH-80,CTM,Level with CI,1.0,0,28.0,30,24.07,369.59,0,572.0,0.0,157.0,4.0,7,4,7.0,0.0,
YLRH-65,MSM,Level with CI,1.0,1,42.0,30,24.07,369.59,0,572.0,0.0,157.0,4.0,7,4,7.0,0.0,
JQCT-50,Direct,Level,1.0,0,55.0,10,24.07,369.59,0,572.0,0.0,157.0,4.0,7,4,7.0,0.0,
ITUZ-50,CTM,Level,0.0,1,60.0,20,18.42,377.16,0,561.0,4.0,,13.0,16,4,4.0,0.0,
KAQY-27,Direct,Level with CI,1.0,0,52.0,20,18.42,377.16,0,561.0,4.0,,13.0,16,4,4.0,0.0,
QRXM-45,CTM,Decreasing with CI,0.0,1,21.0,30,9.62,263.39,0,525.0,,,,11,3,6.0,,
UZOQ-56,CTM,Decreasing with CI,0.0,0,45.0,20,9.62,263.39,0,525.0,,,,11,3,6.0,,
FZYG-22,CTM,Level,0.0,1,52.0,20,7.63,210.03,0,560.0,2.0,,12.0,13,3,5.0,0.0,
MLIM-26,CTM,Decreasing with CI,1.0,0,42.0,30,9.14,260.1,0,560.0,2.0,,12.0,13,3,5.0,0.0,
DQSB-40,Direct,Level,1.0,0,27.0,20,9.14,260.1,0,560.0,2.0,,12.0,13,3,5.0,0.0,
RBIV-44,MSM,Decreasing accelerated,1.0,0,39.0,20,9.14,260.1,0,560.0,2.0,,12.0,13,3,5.0,0.0,
SORT-74,Direct,Level accelerated,1.0,1,45.0,30,23.88,534.98,0,,,,,,,,,
LWOL-22,CTM,Level accelerated,0.0,0,43.0,25,52.17,1041.1,0,,,,,,,,,
AHWX-34,MSM,Level,1.0,0,51.0,15,20.81,475.14,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
FPHJ-39,MSM,Decreasing,1.0,0,30.0,10,18.07,446.72,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
TPDD-60,CTM,Decreasing,0.0,0,29.0,20,16.96,383.61,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
VXCC-17,Direct,Level,0.0,0,39.0,10,20.81,475.14,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
NJPV-72,CTM,Level,0.0,1,41.0,30,20.81,475.14,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
CUXS-15,MSM,Decreasing with CI,0.0,1,46.0,20,23.9,530.02,1,568.0,9.0,26.0,19.0,13,4,10.0,0.0,
HWEW-16,CTM,Decreasing with CI,0.0,0,33.0,5,23.9,530.02,1,568.0,9.0,26.0,19.0,13,4,10.0,0.0,
DZSF-37,Direct,Level accelerated,0.0,0,54.0,20,23.9,530.02,1,568.0,9.0,26.0,19.0,13,4,10.0,0.0,
KOMK-93,CTM,Decreasing,0.0,1,45.0,20,23.9,530.02,0,568.0,9.0,26.0,19.0,13,4,10.0,0.0,
BHXY-75,Direct,Level with CI,1.0,1,50.0,20,23.9,530.02,1,568.0,9.0,26.0,19.0,13,4,10.0,0.0,
KEOS-81,Direct,Decreasing,1.0,1,57.0,30,14.05,366.68,0,543.0,1.0,72.0,6.0,18,5,4.0,0.0,
DZHV-64,Direct,Level,1.0,1,51.0,15,15.38,422.14,0,556.0,9.0,,12.0,13,4,9.0,0.0,
TCQR-32,CTM,Level,1.0,0,37.0,30,13.53,229.76,0,556.0,9.0,,12.0,13,4,9.0,0.0,
RBVH-84,CTM,Level,1.0,0,53.0,5,12.04,237.32,0,556.0,9.0,,12.0,13,4,9.0,0.0,
ULTW-71,MSM,Level with CI,0.0,1,59.0,20,100.72,2282.68,0,,,,,,,,,
XLTK-25,CTM,Level with CI,0.0,0,45.0,20,18.42,377.16,0,561.0,4.0,,13.0,16,4,4.0,0.0,
PUGB-54,CTM,Level,1.0,1,44.0,30,35.87,1183.13,0,557.0,0.0,70.0,18.0,18,7,7.0,0.0,
RUHC-87,CTM,Level with CI,1.0,1,45.0,20,16.3,347.83,0,,,,,,,,,
ADZX-97,MSM,Level with CI,1.0,0,40.0,10,16.3,347.83,0,,,,,,,,,
SUXF-94,CTM,Decreasing,1.0,0,54.0,5,23.29,496.98,0,,,,,,,,,
GLIG-80,Direct,Decreasing with CI,1.0,0,43.0,30,23.29,496.98,0,,,,,,,,,
ZCQO-71,CTM,Level,0.0,1,45.0,30,19.39,645.35,0,,,,,,,,,
KTFG-58,Direct,Level,0.0,0,47.0,30,23.64,656.97,0,,,,,,,,,
HXNV-60,CTM,Level accelerated,0.0,0,35.0,30,23.64,656.97,0,,,,,,,,,
TNUZ-80,CTM,Decreasing with CI,1.0,0,50.0,20,22.11,618.73,0,,,,,,,,,
KPNL-93,CTM,Decreasing with CI,1.0,0,41.0,40,20.48,681.74,0,,,,,,,,,
ZMVW-65,CTM,Decreasing with CI,1.0,0,38.0,20,20.81,475.14,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
MBMN-31,Direct,Decreasing with CI,1.0,0,42.0,10,18.89,429.37,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
LBGM-45,CTM,Decreasing with CI,1.0,0,47.0,20,15.04,337.84,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
CWKR-66,MSM,Level,1.0,1,44.0,30,10.85,238.17,1,556.0,1.0,12.0,8.0,9,4,6.0,0.0,
EQRB-74,CTM,Level,1.0,1,45.0,40,59.07,1351.81,0,578.0,2.0,21.0,20.0,8,3,4.0,0.0,
LPHF-39,Direct,Decreasing with CI,1.0,0,44.0,30,33.23,767.32,0,578.0,2.0,21.0,20.0,8,3,4.0,0.0,
DVWU-30,MSM,Level,0.0,0,45.0,5,10.17,261.49,0,564.0,2.0,,5.0,16,5,3.0,0.0,
MHYQ-56,CTM,Decreasing with CI,0.0,0,27.0,30,7.56,194.35,0,564.0,2.0,,5.0,16,5,3.0,0.0,
WWVZ-21,MSM,Decreasing with CI,0.0,1,48.0,20,8.12,208.74,0,564.0,2.0,,5.0,16,5,3.0,0.0,
MREP-97,Direct,Level,1.0,1,34.0,30,7.93,203.94,0,564.0,2.0,,5.0,16,5,3.0,0.0,
CXYV-51,Direct,Level with CI,0.0,0,50.0,20,6.44,165.57,0,564.0,2.0,,5.0,16,5,3.0,0.0,
WMJW-82,CTM,Level with CI,1.0,0,45.0,20,6.06,155.98,0,564.0,2.0,,5.0,16,5,3.0,0.0,
XGGQ-78,CTM,Decreasing with CI,1.0,0,45.0,20,8.3,213.53,0,564.0,2.0,,5.0,16,5,3.0,0.0,
VYKA-38,Direct,Decreasing with CI,0.0,0,42.0,20,6.06,155.98,0,564.0,2.0,,5.0,16,5,3.0,0.0,
XBQX-68,Direct,Decreasing with CI,1.0,0,49.0,10,10.34,226.12,0,564.0,2.0,,5.0,16,5,3.0,0.0,
TQYJ-25,CTM,Decreasing,0.0,1,46.0,20,10.34,226.12,0,564.0,2.0,,5.0,16,5,3.0,0.0,
THRN-71,Direct,Level,1.0,1,50.0,20,7.93,203.94,0,564.0,2.0,,5.0,16,5,3.0,0.0,
KYNN-83,CTM,Decreasing,0.0,1,34.0,15,7.74,199.15,0,564.0,2.0,,5.0,16,5,3.0,0.0,
CKVS-80,Direct,Level with CI,0.0,1,51.0,5,7.93,203.94,0,564.0,2.0,,5.0,16,5,3.0,0.0,
YFPW-29,CTM,Level,0.0,1,46.0,20,8.3,213.53,0,564.0,2.0,,5.0,16,5,3.0,0.0,
SFII-37,CTM,Decreasing with CI,1.0,1,48.0,20,123.54,3020.01,0,573.0,1.0,,10.0,9,4,7.0,0.0,
PZXO-43,Direct,Decreasing with CI,0.0,1,39.0,20,104.18,2535.19,0,573.0,1.0,,10.0,9,4,7.0,0.0,
URQB-40,MSM,Level,0.0,0,59.0,20,104.18,2535.19,0,573.0,1.0,,10.0,9,4,7.0,0.0,
LWIH-72,Direct,Level with CI,0.0,1,55.0,20,41.4,1104.2,0,572.0,3.0,,8.0,16,3,8.0,0.0,
TGUG-72,MSM,Level,1.0,1,64.0,20,41.4,1104.2,0,572.0,3.0,,8.0,16,3,8.0,0.0,
LZDC-47,Direct,Decreasing,0.0,1,45.0,25,41.4,1104.2,0,572.0,3.0,,8.0,16,3,8.0,0.0,
BUAA-59,CTM,Level,1.0,0,33.0,10,20.0,505.92,0,597.0,1.0,73.0,3.0,7,3,3.0,0.0,
IDVB-94,CTM,Level,1.0,0,40.0,20,10.0,200.19,0,597.0,1.0,73.0,3.0,7,3,3.0,0.0,
ICZT-61,Direct,Decreasing with CI,1.0,1,44.0,30,20.0,400.38,0,597.0,1.0,73.0,3.0,7,3,3.0,0.0,
OUFR-37,MSM,Decreasing with CI,0.0,1,58.0,25,112.53,3669.45,0,524.0,3.0,,9.0,24,7,10.0,0.0,
ELQS-68,CTM,Level,0.0,0,41.0,35,112.53,3669.45,0,524.0,3.0,,9.0,24,7,10.0,0.0,
BHPU-88,CTM,Level,0.0,0,30.0,20,12.04,423.66,0,501.0,,,,16,6,3.0,,
ZEDQ-68,CTM,Level with CI,0.0,0,57.0,10,489.07,13600.19,0,583.0,3.0,21.0,12.0,9,2,4.0,0.0,
ENBL-66,Direct,Decreasing with CI,0.0,0,19.0,5,327.97,9110.13,0,583.0,3.0,21.0,12.0,9,2,4.0,0.0,
ECLN-27,MSM,Decreasing with CI,1.0,1,44.0,15,58.47,1625.98,0,,,,,,,,,
XYKV-76,CTM,Level,0.0,0,40.0,20,20.0,502.15,0,,,,,,,,,
KPZP-97,CTM,Decreasing with CI,1.0,1,39.0,25,11.46,231.6,0,562.0,3.0,,8.0,11,3,2.0,0.0,
MDKO-90,CTM,Level,1.0,0,41.0,5,99.2,1616.24,1,,,,,,,,,
LQWS-76,Direct,Level with CI,0.0,0,53.0,25,13.59,168.61,1,,,,,,,,,
ZUIM-28,Direct,Decreasing,1.0,0,51.0,10,25.98,328.34,1,,,,,,,,,
GKOW-19,Direct,Level,1.0,0,51.0,25,25.98,328.34,1,,,,,,,,,
CEMP-85,CTM,Level accelerated,0.0,0,53.0,20,9.41,242.04,0,524.0,3.0,,9.0,24,7,10.0,0.0,
GEMS-99,CTM,Level,1.0,1,37.0,20,9.41,242.04,0,524.0,3.0,,9.0,24,7,10.0,0.0,
DVCR-54,CTM,Decreasing,0.0,0,47.0,20,9.41,242.04,0,524.0,3.0,,9.0,24,7,10.0,0.0,
YNQB-69,Direct,Level with CI,0.0,0,50.0,20,9.41,242.04,0,524.0,3.0,,9.0,24,7,10.0,0.0,
TCVZ-69,Direct,Decreasing with CI,1.0,0,45.0,10,89.83,2672.23,0,594.0,1.0,97.0,6.0,6,3,5.0,0.0,
PZWT-20,Direct,Level with CI,0.0,1,46.0,30,21.98,509.38,0,594.0,1.0,97.0,6.0,6,3,5.0,0.0,
VHLC-26,CTM,Decreasing with CI,1.0,1,62.0,40,21.77,504.44,0,594.0,1.0,97.0,6.0,6,3,5.0,0.0,
YFYT-19,Direct,Level,0.0,1,31.0,20,49.77,1365.81,0,,,,,,,,,
FYUF-58,CTM,Level,1.0,0,44.0,15,54.86,1474.49,0,,,,,,,,,
RRJY-56,MSM,Level,0.0,1,29.0,20,11.93,265.0,0,550.0,4.0,,13.0,12,6,7.0,0.0,
YTQW-73,Direct,Level with CI,1.0,1,37.0,30,11.93,265.0,0,550.0,4.0,,13.0,12,6,7.0,0.0,
FHVP-64,MSM,Level,0.0,0,23.0,25,11.93,265.0,0,550.0,4.0,,13.0,12,6,7.0,0.0,
ZAUD-21,MSM,Decreasing,1.0,1,45.0,10,51.58,1131.9,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
NELA-38,CTM,Decreasing with CI,1.0,0,47.0,20,47.64,1045.24,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
TNGN-82,CTM,Level,0.0,1,49.0,10,36.32,801.72,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
LSHU-95,MSM,Level with CI,0.0,0,45.0,40,36.32,801.72,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
PCDH-45,Direct,Level with CI,0.0,0,39.0,30,23.41,554.49,1,,,,,,,,,
OGKZ-71,CTM,Level with CI,0.0,0,31.0,30,26.22,618.13,1,,,,,,,,,
ZAFS-17,MSM,Decreasing with CI,1.0,1,52.0,30,120.35,2576.15,0,567.0,2.0,24.0,1.0,17,3,5.0,0.0,
NQQY-36,Direct,Level accelerated,0.0,1,64.0,15,120.35,2576.15,0,567.0,2.0,24.0,1.0,17,3,5.0,0.0,
KAHF-91,CTM,Level with CI,1.0,0,30.0,30,36.32,801.72,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
UHCN-22,MSM,Level,1.0,1,51.0,20,44.16,975.08,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
LUAJ-37,Direct,Decreasing,0.0,0,37.0,10,32.38,715.06,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
YAVI-25,MSM,Level,1.0,1,43.0,20,36.32,801.72,1,581.0,1.0,21.0,3.0,9,1,5.0,0.0,
KQOT-66,CTM,Level with CI,1.0,1,27.0,20,119.38,3777.33,0,585.0,0.0,124.0,3.0,3,3,1.0,0.0,
IQJF-34,MSM,Decreasing,1.0,0,62.0,10,119.38,3777.33,0,585.0,0.0,124.0,3.0,3,3,1.0,0.0,
ZXKO-86,CTM,Level,0.0,1,36.0,30,119.38,3777.33,0,585.0,0.0,124.0,3.0,3,3,1.0,0.0,
LMNA-46,CTM,Level,1.0,1,64.0,20,51.63,1620.74,0,585.0,0.0,124.0,3.0,3,3,1.0,0.0,
SDVC-69,Direct,Level accelerated,1.0,1,39.0,30,57.41,1396.05,0,,,,,,,,,
QTJH-98,Direct,Level with CI,0.0,1,37.0,5,68.79,1663.72,0,,,,,,,,,
VXSU-51,Direct,Level,1.0,0,39.0,15,59.69,1449.58,0,,,,,,,,,
WXAQ-89,CTM,Level,0.0,1,39.0,20,59.69,1449.58,0,,,,,,,,,
HNGS-49,Direct,Level with CI,0.0,0,49.0,40,118.93,2332.41,0,,,,,,,,,
WFLZ-21,Direct,Decreasing with CI,1.0,1,53.0,20,118.93,2332.41,0,,,,,,,,,
NFMR-26,CTM,Level,0.0,0,23.0,30,28.02,663.55,1,,,,,,,,,
OEDV-88,CTM,Decreasing with CI,1.0,0,45.0,20,26.34,625.61,1,,,,,,,,,
EXXZ-68,Direct,Decreasing accelerated,1.0,1,34.0,20,28.02,663.55,1,,,,,,,,,
QFYM-98,Direct,Decreasing,0.0,1,47.0,20,29.81,708.98,1,,,,,,,,,
EMJQ-75,CTM,Decreasing accelerated,1.0,1,45.0,20,19.45,465.1,1,,,,,,,,,
AQAK-73,MSM,Level,0.0,0,27.0,5,19.45,465.1,1,,,,,,,,,
OMVQ-73,MSM,Decreasing,1.0,1,49.0,20,32.39,781.61,1,,,,,,,,,
CKMC-98,CTM,Level,1.0,1,54.0,20,25.21,599.91,1,,,,,,,,,
BOYS-50,CTM,Level with CI,1.0,0,50.0,15,23.41,554.49,1,,,,,,,,,
TCIN-25,Direct,Level,1.0,0,48.0,10,24.59,365.95,0,566.0,3.0,,7.0,3,4,3.0,0.0,
XIIT-68,MSM,Level accelerated,0.0,0,39.0,10,24.59,365.95,0,566.0,3.0,,7.0,3,4,3.0,0.0,
GRSM-63,Direct,Decreasing with CI,0.0,0,54.0,30,59.02,1700.06,0,590.0,3.0,37.0,7.0,9,3,4.0,0.0,
QDMA-82,CTM,Level accelerated,1.0,0,30.0,20,30.35,677.22,0,577.0,1.0,,8.0,7,3,7.0,0.0,
EZIF-84,CTM,Decreasing with CI,1.0,0,45.0,20,30.35,677.22,0,577.0,1.0,,8.0,7,3,7.0,0.0,
XELA-11,CTM,Level,1.0,0,49.0,20,17.29,404.27,0,543.0,2.0,37.0,6.0,18,7,7.0,0.0,
ZECS-40,MSM,Decreasing with CI,1.0,1,36.0,20,17.29,404.27,0,543.0,2.0,37.0,6.0,18,7,7.0,0.0,
IHQN-18,CTM,Decreasing with CI,1.0,0,42.0,10,194.28,3470.16,1,537.0,0.0,,13.0,23,7,10.0,0.0,
VQGN-88,CTM,Level,1.0,1,32.0,15,63.45,1088.84,1,537.0,0.0,,13.0,23,7,10.0,0.0,
DLIZ-23,CTM,Level with CI,1.0,1,52.0,20,55.4,954.51,1,537.0,0.0,,13.0,23,7,10.0,0.0,
TFXY-84,CTM,Level,0.0,0,56.0,35,55.4,954.51,1,537.0,0.0,,13.0,23,7,10.0,0.0,
ADJI-65,Direct,Decreasing with CI,0.0,0,54.0,10,23.03,0.0,0,568.0,1.0,21.0,0.0,13,5,3.0,0.0,
DRXV-14,CTM,Decreasing accelerated,1.0,1,48.0,30,23.03,0.0,0,568.0,1.0,21.0,0.0,13,5,3.0,0.0,
VQGS-96,MSM,Level,1.0,1,58.0,15,17.62,398.49,0,571.0,1.0,109.0,2.0,15,5,9.0,0.0,
EXSL-71,CTM,Decreasing with CI,1.0,1,38.0,20,17.62,398.49,0,571.0,1.0,109.0,2.0,15,5,9.0,0.0,
NNWU-32,MSM,Decreasing with CI,1.0,0,51.0,20,10.0,278.7,0,559.0,5.0,,14.0,18,3,9.0,0.0,
PNBN-56,Direct,Decreasing,1.0,0,44.0,10,7.0,194.22,0,559.0,5.0,,14.0,18,3,9.0,0.0,
PRAX-14,CTM,Decreasing with CI,1.0,0,36.0,30,10.0,278.7,0,559.0,5.0,,14.0,18,3,9.0,0.0,
HJAQ-77,Direct,Level,0.0,1,41.0,30,6.38,127.34,0,,,,,,,,,
ZODS-94,MSM,Decreasing with CI,1.0,0,53.0,20,6.38,127.34,0,,,,,,,,,
JLOL-35,Direct,Level accelerated,0.0,1,61.0,30,352.73,10335.95,0,575.0,2.0,,5.0,1,3,1.0,0.0,
TVDU-76,Direct,Level with CI,1.0,0,25.0,30,17.65,430.31,1,581.0,4.0,49.0,5.0,13,4,2.0,0.0,
OUCN-85,MSM,Decreasing with CI,1.0,0,42.0,15,17.65,430.31,1,581.0,4.0,49.0,5.0,13,4,2.0,0.0,
UOCG-28,MSM,Level with CI,0.0,1,40.0,20,17.65,430.31,1,581.0,4.0,49.0,5.0,13,4,2.0,0.0,
LKRF-19,CTM,Level with CI,0.0,1,36.0,20,17.65,430.31,1,581.0,4.0,49.0,5.0,13,4,2.0,0.0,
WVBX-75,CTM,Level,1.0,0,39.0,20,56.77,877.45,1,575.0,8.0,15.0,5.0,5,3,6.0,0.0,
MISF-58,MSM,Level with CI,0.0,0,21.0,10,56.77,877.45,1,575.0,8.0,15.0,5.0,5,3,6.0,0.0,
AHZJ-18,CTM,Decreasing with CI,1.0,1,50.0,25,56.77,877.45,1,575.0,8.0,15.0,5.0,5,3,6.0,0.0,
QDOA-76,Direct,Level with CI,1.0,0,44.0,30,55.4,954.51,1,537.0,0.0,,13.0,23,7,10.0,0.0,
VKXG-68,CTM,Decreasing,1.0,1,47.0,30,66.09,1141.69,1,537.0,0.0,,13.0,23,7,10.0,0.0,
RXWT-50,MSM,Level,0.0,0,48.0,25,84.13,1603.11,1,537.0,0.0,,13.0,23,7,10.0,0.0,
JXXG-47,CTM,Level,0.0,0,21.0,20,121.67,2323.06,1,537.0,0.0,,13.0,23,7,10.0,0.0,
TZHP-52,CTM,Decreasing,1.0,0,38.0,10,63.45,1088.84,1,537.0,0.0,,13.0,23,7,10.0,0.0,
TTRE-54,CTM,Level with CI,1.0,1,51.0,30,47.25,818.55,1,537.0,0.0,,13.0,23,7,10.0,0.0,
WKWK-73,CTM,Level with CI,1.0,0,58.0,20,26.4,663.36,0,516.0,3.0,,9.0,11,4,5.0,1.0,46.0
PVFA-17,Direct,Level,1.0,0,42.0,20,26.4,663.36,0,516.0,3.0,,9.0,11,4,5.0,1.0,46.0
ZJIZ-61,CTM,Level with CI,0.0,0,44.0,15,26.4,663.36,1,516.0,3.0,,9.0,11,4,5.0,1.0,46.0
GBTX-87,CTM,Level with CI,1.0,1,45.0,20,26.4,663.36,1,516.0,3.0,,9.0,11,4,5.0,1.0,46.0
OHLU-70,CTM,Level with CI,0.0,1,40.0,20,80.51,1949.62,0,590.0,3.0,97.0,6.0,11,5,2.0,0.0,
QMIZ-97,CTM,Level,1.0,0,57.0,10,5.06,133.15,0,572.0,5.0,,6.0,9,3,9.0,0.0,
BNMT-49,Direct,Decreasing,0.0,1,44.0,20,22.52,521.45,0,577.0,1.0,,8.0,7,3,7.0,0.0,
OAJY-27,MSM,Decreasing,0.0,1,46.0,30,14.48,287.99,0,577.0,1.0,,8.0,7,3,7.0,0.0,
XSQV-82,CTM,Level,1.0,0,50.0,30,10.29,187.25,0,532.0,5.0,,3.0,21,7,4.0,0.0,
FYFR-75,Direct,Level,1.0,0,34.0,5,34.88,372.4,1,575.0,8.0,15.0,5.0,5,3,6.0,0.0,
HRDX-41,Direct,Decreasing with CI,0.0,1,43.0,20,21.58,230.4,1,575.0,8.0,15.0,5.0,5,3,6.0,0.0,
HRQX-74,Direct,Level,1.0,1,47.0,20,34.88,372.4,1,575.0,8.0,15.0,5.0,5,3,6.0,0.0,
HRLI-78,CTM,Level,0.0,1,53.0,30,7.67,217.24,0,521.0,1.0,,5.0,22,7,7.0,0.0,
IBBC-11,CTM,Level,1.0,1,50.0,10,68.33,1647.53,0,555.0,2.0,,7.0,13,5,3.0,0.0,
DSBH-36,CTM,Level,1.0,0,57.0,40,15.32,337.93,1,,,,,,,,,
ZTZO-73,MSM,Decreasing accelerated,1.0,0,39.0,30,15.32,337.93,1,,,,,,,,,
FDII-62,CTM,Decreasing,1.0,1,33.0,20,15.32,337.93,1,,,,,,,,,
